,ID,Group,Feature_1,Feature_2,Feature_3
421,ID421,B,3138.000949284706,405.1990968358331,6264.244447736573
422,ID422,C,2402.386507931886,389.4188220473368,-2003.6035404013608
423,ID423,C,2839.0335918655296,413.27602200697487,-2436.576632728972
424,ID424,B,2856.3030435822943,397.91008188815454,5700.951051544998
425,ID425,C,3030.2094413231503,394.7628934466288,-2628.992647549993
426,ID426,C,2375.358551958971,365.21033477317496,-2009.009538821709
427,ID427,C,2645.088851147256,391.1849735098888,-2262.4214185496066
428,ID428,C,2796.183313198917,406.3330005909587,-2396.593707201086
429,ID429,A,2449.9050496399345,382.1859149908602,5460.2311068942345
430,ID430,B,2703.9229295267673,405.4563912678539,5409.382401875216
431,ID431,A,2955.028007323141,379.6853529825646,6973.330349637658
432,ID432,A,2188.473563319714,416.21935572291204,4510.342810051503
433,ID433,A,2800.937655827138,410.94033999729373,6364.09554712789
434,ID434,C,1958.2577783995866,386.99429635072545,-1569.9345022213824
435,ID435,B,2256.0182517424564,389.49276389558077,4527.0400726485195
436,ID436,B,2621.089945499508,389.50069614123885,5249.568675176459
437,ID437,A,2682.669014971906,417.83904918893404,5958.8031368425945
438,ID438,B,3076.7960067528925,379.7535854031197,6160.35840522146
439,ID439,C,2513.00195490206,430.3474840383232,-2088.259310933451
440,ID440,C,2335.604451634311,379.05281322564707,-1961.7552148727432
441,ID441,C,2215.103462934178,379.2262277743323,-1824.7897115608696
442,ID442,A,2241.0870203161403,404.6908262657727,4690.11019415294
443,ID443,C,2623.114262899628,379.71959814996495,-2249.4701926815246
444,ID444,C,2105.8241478307946,380.01845572807133,-1739.5247428418086
445,ID445,B,2755.9304389478957,407.7596393473939,5525.883225471155
446,ID446,B,2378.967379632539,404.88111779417477,4738.340591271228
447,ID447,B,2961.638024224979,413.2800857200707,5926.273149277719
448,ID448,B,2535.699402005818,412.01414945906214,5078.6785580493915
449,ID449,C,2905.2539265713554,414.42222916104566,-2491.932572159024
450,ID450,A,3083.139465947042,411.9332592120627,7186.663386655843
451,ID451,A,2397.974866863012,400.06194405394456,5187.988759030649
452,ID452,A,2500.39474796546,412.73185797341466,5446.959415136614
453,ID453,B,2192.279279029697,385.02944834673525,4388.13141194038
454,ID454,B,2803.1647223750033,411.8109215046818,5601.321457876741
455,ID455,B,2671.2514189948633,394.0923526040632,5368.743364028916
456,ID456,C,2391.365805753965,415.8281919536682,-1981.5830053588834
457,ID457,B,1768.5126732395534,426.6143227741624,3523.6124201185066
458,ID458,A,2400.1419421333953,380.2360498882084,5302.552972628436
459,ID459,C,2592.445034354379,418.8354450031501,-2169.7753841220406
460,ID460,B,2300.137279677169,420.64399813586664,4596.762638353701
461,ID461,B,2931.5966520696084,407.33119107419856,5882.087652060637
462,ID462,C,1952.6596192073341,407.9291734775224,-1552.505072587845
463,ID463,C,2670.6379335895367,391.9479356409826,-2276.0172111103525
464,ID464,B,2695.1501837105616,405.9305434927638,5391.988536391853
465,ID465,A,2193.9867721599617,424.3727972229403,4463.301860322647
466,ID466,C,3204.1439862235034,407.38708990196665,-2813.562239686581
467,ID467,A,1871.1315046139266,419.4262922564315,3506.9414289892734
468,ID468,B,2319.942922486126,406.09573543445447,4641.795284471531
469,ID469,C,2273.655180872764,400.7828652928616,-1864.5988054269496
470,ID470,A,2295.2645732750443,405.5546025067264,4863.961081595993
471,ID471,B,2767.3474724846646,441.2546982992481,5538.859983673166
472,ID472,C,2558.5737989941226,363.0728962850531,-2206.5994707121204
473,ID473,C,2552.5645717088787,376.6903721888427,-2184.4501537210626
474,ID474,A,2403.550688022041,422.89866303465965,5104.512871710666
475,ID475,C,2313.4843739565545,406.0358259727257,-1930.5647397473945
476,ID476,C,2061.063926132538,389.50462106233783,-1677.4249897073748
477,ID477,B,2531.468989335967,406.083005916685,5037.79943798546
478,ID478,C,2517.8858566191666,394.24172338978127,-2137.42247002396
479,ID479,C,2018.8831604629659,377.84903274390956,-1632.6114428471376
480,ID480,B,2269.431744828977,406.6672924280805,4544.634789982932
481,ID481,C,2503.102102773528,389.1556638450085,-2110.9024860880027
482,ID482,A,2477.833685935991,424.250769430024,5328.087254872333
483,ID483,B,2058.3823526720503,416.9264431859866,4140.158905618839
484,ID484,A,3218.2502156179667,401.0851696447981,7648.666944192312
485,ID485,B,2250.0927208403496,382.03213382853437,4493.09363938101
486,ID486,B,2728.5227575186964,387.802999330328,5460.824354190682
487,ID487,A,2250.3962138449583,420.9533180736939,4653.5721726754755
488,ID488,B,2183.525758627054,404.6895675196707,4361.815003449701
489,ID489,B,2216.715326223866,392.289154453791,4457.7174945600445
490,ID490,C,2402.4165112346036,393.6719180519904,-2011.0164215345062
491,ID491,B,2824.7038432237982,400.2600253078737,5640.612053646037
492,ID492,B,2466.626520590097,396.1615563029154,4934.43747977367
493,ID493,B,2232.721557872494,393.3154383029395,4451.987295751051
494,ID494,C,2122.6479003918766,407.383317628447,-1715.373696187574
495,ID495,A,2784.9214964846124,343.0710321108647,6630.218142129687
496,ID496,C,2498.6615805285396,398.97879423406636,-2107.3734413951306
497,ID497,B,2593.219015216892,422.5300928807406,5169.388476673871
498,ID498,A,2718.2980745613345,428.6956144858855,6006.999130162248
499,ID499,B,2412.221090358589,390.9775714171662,4813.730388663287
500,ID500,A,2466.032867977568,414.7339068068769,5315.882302622935
501,ID501,C,2949.0006965850534,386.41680800713544,-2556.196999734401
502,ID502,C,2576.5890562421264,407.559213942477,-2148.848843841582
503,ID503,C,2327.3076063055464,387.8475631068299,-1951.7434947874606
504,ID504,A,2016.1817400442137,388.0232298171522,4099.16405499806
505,ID505,C,2400.7640938923764,404.3897941182371,-1990.0128731699258
506,ID506,C,2451.520839517246,380.3379324645365,-2072.0248188123796
507,ID507,A,2379.1172394576083,409.24476481212895,5102.709243826408
508,ID508,C,2867.527983326654,393.55050581165233,-2473.1285580741733
509,ID509,A,2739.8147748390497,385.0944778582084,6293.608915569865
510,ID510,C,2476.9094924567235,405.03063280065106,-2064.537115168235
511,ID511,A,2671.237729519157,407.5296065072307,5974.404883163961
512,ID512,C,2261.0591323493763,392.97688160480385,-1869.4821426456376
513,ID513,B,2388.227600814506,424.44530565469296,4756.500068309822
514,ID514,C,2146.5717815882163,402.15380439548863,-1736.3311029336467
515,ID515,A,2710.5965643303407,412.76251073893576,6086.600823618884
516,ID516,C,2139.8464186698943,407.2673433863935,-1740.5194937918689
517,ID517,C,2557.640303909225,400.9784357448734,-2153.3938818935067
518,ID518,B,2662.4182371323927,392.22905787643805,5326.848686166518
519,ID519,B,2993.7707621616946,373.21527305239516,5980.647336163626
520,ID520,A,2155.9551100618974,422.46830330916015,4328.843027619379
521,ID521,C,2988.194809226078,397.12558397837904,-2589.2574884379615
522,ID522,B,2530.2247729387223,374.62481488666685,5057.441363265129
523,ID523,C,2717.665762245609,370.9773165427766,-2334.6059925205686
524,ID524,C,2122.4665520318163,405.57749796233554,-1737.2712476498687
525,ID525,B,2705.8360079973045,422.2893254058569,5395.645068494539
526,ID526,A,3100.273095871203,427.0098685352706,7194.418053344681
527,ID527,A,2594.683740896505,379.67281132046645,5874.854532131058
528,ID528,B,2298.2253196554248,392.20121324702046,4599.540192720032
529,ID529,A,2461.139191758681,414.50850808040315,5309.669640256755
530,ID530,A,2739.293509769358,383.0544167473631,6305.029251114241
531,ID531,C,2559.868158637521,409.2331279424874,-2166.284892553395
532,ID532,A,2096.1993912181033,389.1670636331877,4342.894461938923
533,ID533,A,2039.8196759824168,396.7281358989096,4127.8080990063345
534,ID534,B,2632.573457144522,395.07730372895065,5264.2679904662145
535,ID535,B,2830.794126201992,399.20269160410567,5654.415263992953
536,ID536,C,2393.9884369138313,384.4206698755045,-1999.995984253827
537,ID537,B,2633.784764573979,400.86346171002964,5252.325427827169
538,ID538,A,2043.3531596093035,411.2686220230313,4064.1379736092267
539,ID539,B,3023.348228813304,380.2998884316061,6039.700124115474
540,ID540,B,2473.0624336951896,384.9234028879691,4933.854875737961
541,ID541,A,2924.960480775066,407.2034438661304,6756.083888374741
542,ID542,C,2182.1565649444215,432.0879635387128,-1747.2328249073942
543,ID543,A,1775.2627046476173,405.8359858417718,3302.579297046713
544,ID544,B,2190.532778186735,396.0959179251584,4392.306991600036
545,ID545,B,2500.2318784617064,385.64816082435317,5015.484939211853
546,ID546,C,2490.4932150245963,393.9138241357948,-2064.63044750577
547,ID547,C,2748.0545333401465,427.4336573518606,-2340.4034860968477
548,ID548,B,2298.1510063555916,404.1457826631478,4606.005992664104
549,ID549,C,2575.775428476206,390.9658819598078,-2201.7673762904415
550,ID550,C,2273.7336945927314,401.7646100189458,-1889.4347274049135
551,ID551,B,2305.4469096924,380.5783732570174,4613.2623230583085
552,ID552,C,2132.0573899154974,418.08450866319544,-1728.497280880126
553,ID553,A,2233.5974420289676,394.04059655664196,4703.9184683251315
554,ID554,B,2549.7626992418027,406.0467822552794,5078.2909656002075
555,ID555,A,2445.2946668842983,390.88748088478815,5342.798117698985
556,ID556,B,2274.8916410703514,388.0553504765057,4544.344488881652
557,ID557,B,2302.208629743323,389.45520819731144,4615.655639441068
558,ID558,A,2574.910442529817,392.0575827666015,5777.346323094101
559,ID559,A,2052.618147709685,423.3254031570859,4035.7550842639735
560,ID560,A,2291.7726970284475,374.95399947563675,5010.324914324165
561,ID561,A,2581.004393145174,396.638194020853,5774.675008173048
562,ID562,C,2751.5864931973942,392.99142351172657,-2366.39485677339
563,ID563,C,2387.617301980305,399.26191807376205,-1981.9830460984588
564,ID564,A,2500.021710656628,396.753404349593,5531.261144923879
565,ID565,A,1837.501549756494,388.22517981902973,3553.7596895448514
566,ID566,B,2339.672863646374,412.14775950335076,4671.8991810418265
567,ID567,B,2410.9293308008514,387.3757134211972,4812.187709858576
568,ID568,C,2496.6735181473496,410.6170334450502,-2102.837848085396
569,ID569,A,1937.87713253342,395.720901842201,3828.559393349754
570,ID570,B,2740.187900620673,405.77611721344493,5508.774141366601
571,ID571,C,1964.5093414957335,411.90490667116785,-1570.0122013938908
572,ID572,B,2963.1758481971287,365.3699665219569,5923.193805375826
573,ID573,B,2602.5869280014363,384.6216731155115,5206.807555267055
574,ID574,C,2877.2329798258256,375.7814454696593,-2489.619263328588
575,ID575,A,2389.7926574510593,421.83999380436126,5067.201212768746
576,ID576,A,2627.8664007665825,408.34432764366176,5825.540469257277
577,ID577,B,2038.5213822456403,412.86658878802086,4072.398451947686
578,ID578,A,2623.1142040122013,417.7658529945616,5791.738807481461
579,ID579,A,2265.843811976796,371.3875717927331,4930.944093914681
580,ID580,B,2189.1761831477993,401.3714746607911,4392.305616654239
581,ID581,B,2298.0488740919795,416.93338263525106,4605.040462335707
582,ID582,C,2455.993569256283,409.92716548492456,-2040.9601711496139
583,ID583,C,2106.937707393679,400.2016727717365,-1709.6508428125564
584,ID584,B,2252.924002867176,412.2024726077799,4495.2647168112435
585,ID585,C,2041.1456622837975,402.2440520840306,-1645.6000695764064
586,ID586,A,2491.601187500338,409.0259813657845,5421.210080845647
587,ID587,C,2121.4455748252167,412.14713649355286,-1686.672536988234
588,ID588,C,2338.160772821655,393.3077516558304,-1942.3521296910958
589,ID589,C,2971.1192602367505,412.6129175512549,-2543.506498669606
590,ID590,C,2894.584769172956,378.9843924999819,-2524.7234983291614
591,ID591,C,2925.1205600820913,400.80303581246403,-2522.4311866427383
592,ID592,C,2669.4075954857963,391.70057981313255,-2253.605789899589
593,ID593,B,2371.6326325986433,412.27199628208575,4749.334408026621
594,ID594,C,2794.095617516226,377.604050328085,-2416.2053946276383
595,ID595,A,2730.932818883882,389.83737841463477,6226.479846539672
596,ID596,C,2425.687832674631,404.28012396856326,-2005.5983938478673
597,ID597,C,2655.8550173389053,396.58842213698205,-2238.867449048841
598,ID598,A,2426.105493100534,441.9449112652315,5067.840287433319
599,ID599,A,2224.0065726424114,402.4604333037958,4676.28545566769
600,ID600,B,2669.780296260772,425.01400488563456,5329.79084092249
601,ID601,A,2854.4819979415643,418.53276017179206,6451.359802215875
602,ID602,A,2599.975193237892,386.70623384664293,5891.097701348729
603,ID603,C,2701.482406895257,400.5416679478795,-2307.758905836386
604,ID604,C,2733.772698278083,388.32385415679954,-2333.403218224656
605,ID605,A,2785.8359164009757,396.67032182674234,6369.137273412754
606,ID606,B,2626.1087312139066,425.10278395337036,5240.525514372054
607,ID607,B,2993.6817481533085,389.64661389278706,5987.82299282823
608,ID608,B,2490.3726249261545,407.3617295010472,4962.322066804376
609,ID609,B,2521.9300678277277,369.64436380517037,5045.2887630786045
610,ID610,B,2161.489954179862,412.4436876872431,4341.484310654853
611,ID611,C,2712.7825111060247,385.5394521560314,-2331.6945944797444
612,ID612,C,2319.71880811678,403.52717028281256,-1911.7551252235833
613,ID613,B,2458.7288764772898,393.88998708807554,4926.163598666282
614,ID614,B,2411.488912675029,392.6915934531601,4833.674688497654
615,ID615,B,2464.5126317622667,385.85098677449696,4926.024936622691
616,ID616,B,2479.334851148775,377.1082571399361,4973.173398611037
617,ID617,A,2271.6783043330097,378.78418613574706,4914.098503113912
618,ID618,B,2135.972414137177,423.05751454255045,4276.168453642872
619,ID619,C,2296.1675096180306,382.82631003350787,-1906.039001338068
620,ID620,B,2615.638130662998,364.59228370248906,5239.253064470711
621,ID621,A,2451.1304569814233,383.18303974282156,5444.643995687815
622,ID622,B,2772.661160076924,417.8302392541097,5555.938017396474
623,ID623,C,2730.8935299094283,430.77040647776295,-2313.063252714128
624,ID624,C,2970.5342196558026,416.4145559267624,-2548.835567097478
625,ID625,B,2151.1169497050755,406.84343489396565,4307.262126907038
626,ID626,B,2261.589702018881,408.84118287721157,4524.353297842939
627,ID627,C,3095.7477853475466,409.2717910598194,-2668.3459195814994
628,ID628,C,2156.061451226909,408.3815963237537,-1739.3149575994578
629,ID629,A,2837.941026940002,399.1816856846694,6504.281073653135
630,ID630,C,1524.1281325748018,394.79312937598326,-1143.9294848192108
631,ID631,C,2355.7213580455855,390.03959289736747,-1961.7347756027568
632,ID632,C,2444.4009860153324,400.75929947646813,-2024.473134343209
633,ID633,A,2493.825673719907,427.4336466168896,5340.31158891447
634,ID634,A,2015.5005870411062,401.6962030814856,4031.1879206511794
635,ID635,C,2804.482532616105,400.74380908568105,-2401.845822359939
636,ID636,C,2802.9380013230375,403.394335117725,-2386.005267248283
637,ID637,C,2885.5279063256294,373.62575413137876,-2506.7039614293835
638,ID638,B,2342.017353000881,422.0094225450456,4669.810223025209
639,ID639,C,2382.534199175952,378.46623626767723,-2027.4367890491253
640,ID640,B,2329.08366416637,411.71844424755415,4644.981936063811
641,ID641,B,2387.422281991502,387.42044096658145,4778.251147509863
642,ID642,C,3037.0623050628556,394.5324487068429,-2654.1285853228824
643,ID643,A,2888.524645837218,376.1908087042068,6789.649480043203
644,ID644,B,2513.2453036059283,395.61692368094367,5033.969085213716
645,ID645,C,2467.6043754973743,392.847944114227,-2065.000929682445
646,ID646,B,2764.9410892238047,398.23513639442575,5534.831492106794
647,ID647,C,2251.6163649522246,385.81125736811794,-1852.7485671454804
648,ID648,B,1997.7024559938143,384.8100635898802,3982.965999172223
649,ID649,B,2550.206566593863,404.54162729991657,5112.246851759167
650,ID650,A,2673.6077033044885,382.43477354114725,6119.71340523578
651,ID651,C,2457.9682021364433,442.5620795616022,-2010.967897810521
652,ID652,C,2443.963898837622,408.6125569609234,-2055.927989750337
653,ID653,C,2732.247184358527,389.81174795244,-2340.648882627724
654,ID654,A,2673.2892264077605,386.1599991232386,6087.474526108095
655,ID655,C,2279.0942965153927,390.745760208985,-1874.80603676427
656,ID656,A,2282.476359388078,379.9629406004869,4940.312667438839
657,ID657,A,2688.184335122469,377.0039624887154,6180.4653256101565
658,ID658,A,2755.4327025596144,382.3668398221906,6356.478976705906
659,ID659,C,2337.341446929976,415.0145058321945,-1923.1292334623213
660,ID660,A,2486.9434203817173,411.4654656551232,5405.977619456064
661,ID661,B,3089.4668949710585,434.8828606447207,6184.294047275584
662,ID662,B,2221.631819367318,422.8803861560813,4427.078353268657
663,ID663,B,2444.334554417644,400.3269003466034,4896.713009547548
664,ID664,B,2724.063131769648,369.527008719491,5441.499690951887
665,ID665,B,2753.7302921277183,408.13598840461077,5495.810836757636
666,ID666,C,2407.3229382531877,416.7477625134228,-2000.7981162993242
667,ID667,C,2226.7439762846784,401.8309304156072,-1806.3026876144322
668,ID668,B,2935.1697553277227,406.833109326646,5880.2060891625315
669,ID669,B,2326.642825853591,405.0082435578894,4649.61133167688
670,ID670,B,2902.1419318815406,396.06162716918874,5824.764155527145
671,ID671,A,2773.451721986388,391.3167248678011,6349.593289897588
672,ID672,A,2728.093582172281,404.67179779430296,6165.137106442002
673,ID673,C,2725.9012240773513,418.9471673473286,-2289.706782308551
674,ID674,B,2507.8396706944764,409.94616603027276,5009.141425363854
675,ID675,B,2181.914904214507,403.1029261462619,4345.59649724072
676,ID676,A,2014.7765370816528,413.52641043316675,3981.5430405784373
677,ID677,B,2857.4613107375667,373.4585801085627,5714.711098520794
678,ID678,B,2091.3449348088766,410.8373064332989,4177.372500326882
679,ID679,B,2669.25102348143,395.85847731814414,5329.1395742877185
680,ID680,B,2527.288468896073,401.2964860206224,5072.584717617525
681,ID681,B,2740.0409644610886,360.11848424200645,5487.401714478172
682,ID682,C,2434.7901846830505,404.40885838313335,-2025.9958423284843
683,ID683,B,2475.307911641791,405.7342854691462,4953.6168549370395
684,ID684,B,2476.118478037207,402.54319984672327,4958.094300361579
685,ID685,C,2642.132046843283,386.9296268026731,-2264.856731783996
686,ID686,A,2063.5935437423045,390.0030844360203,4227.577572068731
687,ID687,A,2858.7017694469187,394.71450543600935,6607.936005077293
688,ID688,A,2541.1803341111604,373.9791916614702,5763.27756158979
689,ID689,B,2961.032748453385,415.62871218728026,5914.213573434642
690,ID690,C,2055.506232417805,410.45986123052757,-1656.6711800047915
691,ID691,A,3076.4839511666273,415.17869030021296,7182.815948958922
692,ID692,B,2487.535610331296,418.1018097091555,4974.123294035587
693,ID693,A,2465.2561527785624,436.10334220355014,5208.517910411002
694,ID694,C,2260.4028592017016,385.93082576372353,-1858.483476344836
695,ID695,C,2305.621495369301,402.81972016067175,-1926.0561377470226
696,ID696,B,2115.797138155969,395.6809508493916,4220.2981464457125
697,ID697,C,2556.1990197004734,398.3910985512162,-2160.5740805658556
698,ID698,B,2298.6979626682723,422.68852084340085,4599.534937641132
699,ID699,A,2282.690704702915,376.3359294166673,4984.199784881928
700,ID700,A,2642.136832745441,404.2025178172089,5888.549585904854
701,ID701,B,2491.7295641241462,394.9630033169884,4979.659143048544
702,ID702,A,1890.0512582205956,415.67593957363283,3574.6757487165273
703,ID703,A,2532.954654922166,398.3899457294179,5597.859063166075
704,ID704,A,3171.5209951626475,397.7356326538032,7547.391400335012
705,ID705,A,2686.465552749419,413.05632858538723,6007.905906356644
706,ID706,A,2936.391156802349,404.2102590041474,6782.936831637563
707,ID707,A,2738.6061345046473,378.4357580689074,6329.842018505943
708,ID708,A,2593.6107395287913,401.9512806386799,5765.1720198049015
709,ID709,B,2492.747530260755,400.60023902571817,5018.7956911891215
710,ID710,B,2378.7756755197975,404.67657557026365,4753.969902272193
711,ID711,C,1825.4313544411677,420.1445849414639,-1418.5076740797822
712,ID712,B,2432.5388884961094,425.3030813715527,4881.990981437267
713,ID713,C,2209.501446743267,382.0757743305494,-1831.8927689514653
714,ID714,A,2743.718228004172,392.9313911689595,6282.675524135748
715,ID715,A,2354.7334081648364,391.2998969473677,5123.153762292808
716,ID716,B,2618.063293369229,408.93979452615673,5246.075877188796
717,ID717,B,2814.9390929751066,397.81765218694954,5624.075384438494
718,ID718,A,2451.335018291925,394.3778067610273,5391.885767144628
719,ID719,B,1932.1192299183185,392.9423052935549,3868.0421985789903
720,ID720,A,2432.2289565207957,398.15355738496766,5306.503868480884
721,ID721,B,2430.8938026196065,389.36264460382307,4875.102408107528
722,ID722,B,2876.835818826006,383.47423511975876,5745.374504637704
723,ID723,B,2196.9467744058375,419.6941362108232,4398.363022958448
724,ID724,B,2686.66880505294,401.28500792569776,5372.356729335708
725,ID725,B,1991.2881921062713,433.21215399612134,3988.9148650137545
726,ID726,C,2749.9450951695567,394.21191523908965,-2369.988535719213
727,ID727,C,3052.839295880113,411.1510304779488,-2653.0148479345717
728,ID728,B,2474.6947842303953,404.7697372571645,4954.797465400816
729,ID729,A,2400.7435404170924,413.43950025895845,5108.849906499987
730,ID730,C,2427.107978219277,384.1065434232054,-2070.5106409179502
731,ID731,A,2394.6718973727243,408.6904843319578,5134.01900250574
732,ID732,B,2800.4338326314005,391.75557124070923,5602.436281421557
733,ID733,A,2994.1961170442464,387.7864744093759,7013.532930928588
734,ID734,A,2259.3551931887546,387.53856764647264,4827.386504517877
735,ID735,B,2215.5818732931307,416.63841803556517,4436.090283515591
736,ID736,C,2385.068173441866,424.1011614806777,-1952.9023339915325
737,ID737,A,2127.382159641619,405.06725199997703,4358.296883516646
738,ID738,B,2547.1655104428582,429.67304044372696,5087.960998689316
739,ID739,C,2451.4019981892448,372.6880627986499,-2083.3691634411175
740,ID740,C,2409.0041858821924,381.09906084050357,-2009.7053647522341
741,ID741,C,2421.2854850498093,390.6330602568583,-2038.7081273809354
742,ID742,A,2306.469069731261,388.83852902216495,4971.993156470067
743,ID743,C,2115.3780025099068,378.430301670994,-1760.7799551947915
744,ID744,B,2918.631529574766,390.2104372216297,5831.013981654822
745,ID745,B,2579.6004077730086,387.8573386136076,5158.899205189444
746,ID746,A,2409.225846451197,398.95670129920927,5234.490420969374
747,ID747,C,2539.8313291502127,384.30504286136613,-2164.693896146827
748,ID748,B,2691.0342367815824,388.05551045142965,5400.062378551033
749,ID749,B,2621.8176703711633,406.66488042351835,5224.717369522463
750,ID750,C,2189.474689545446,388.1789578664524,-1777.5740776186071
751,ID751,C,2623.7726298162906,404.50763796296485,-2240.6236606638136
752,ID752,C,2916.118513449577,427.103054426842,-2502.6699907641814
753,ID753,C,2385.632802411131,404.3773898523627,-1998.3035132935354
754,ID754,B,3008.4647963987445,418.9814683052821,6010.147405387673
755,ID755,B,2558.56215879331,415.21031679732675,5137.029362716246
756,ID756,C,2754.786935151047,410.5035923291933,-2347.548168691982
757,ID757,A,2744.1816568336794,421.0450559170817,6142.057985279078
758,ID758,B,2445.737131612001,396.70590399737773,4867.803427582064
759,ID759,A,2548.0861632415044,401.9313446517078,5642.1620872852245
760,ID760,B,2379.551226082587,392.6224017381656,4764.0427839116355
761,ID761,A,2174.1418265391762,389.2106993309719,4554.055388532807
762,ID762,A,2493.2785281917254,437.0951984246885,5296.128702755594
763,ID763,A,2745.7101280985285,401.2744243867177,6231.932083975168
764,ID764,B,2468.256540748352,386.9577430734641,4959.7701511588675
765,ID765,C,2518.9106202102703,398.4178350997425,-2130.351903557377
766,ID766,C,2606.319191917708,412.2840461639415,-2206.6314641247723
767,ID767,C,2669.5826565050784,403.12341393530596,-2295.0327515285103
768,ID768,A,2449.058836498761,393.9080499754217,5386.452360123408
769,ID769,B,2181.8280535188596,431.76306430293704,4356.563081629599
770,ID770,A,2562.4207530357467,395.1691510749669,5722.774758353328
771,ID771,B,2202.3174289162585,420.352734512682,4418.778941284296
772,ID772,A,2884.670159577773,388.35551523371356,6727.413525051507
773,ID773,A,2463.8480163120516,412.64727974373596,5337.901281698866
774,ID774,C,2348.470873077754,369.9884580904324,-1984.2259990986904
775,ID775,B,2320.0076705674733,401.6951019125452,4623.502046687237
776,ID776,A,2423.0214078019503,387.48359407839524,5343.994484172905
777,ID777,B,2354.393037290732,369.85190492684734,4713.1227793455555
778,ID778,B,2244.2173940187477,399.2679315891706,4495.113787998479
779,ID779,A,1940.6260002187976,414.3685394739227,3764.8533024294493
780,ID780,A,2508.33154328263,398.20807757650005,5511.963580464225
781,ID781,C,2756.4942109519116,391.68510019626007,-2375.908673393893
782,ID782,A,2490.5082566128044,406.1287767854429,5441.994608946047
783,ID783,A,2162.0414161138283,411.8658215995122,4416.272844952402
784,ID784,C,1908.9215584440688,411.8087522523205,-1506.056644937491
785,ID785,A,2542.6651013920077,418.4870348476985,5530.679129316334
786,ID786,A,2007.9182002040918,397.48615203992176,4042.870760954775
787,ID787,C,2745.3778651023617,409.1140934259741,-2327.6827401551895
788,ID788,A,2696.7466430171735,386.99952623131435,6153.840294655714
789,ID789,C,2385.4156248312556,413.7439287389456,-1960.0183485071518
790,ID790,A,2576.1763366453874,417.60809292082905,5658.486704063974
791,ID791,A,1727.6185122564552,415.1622796126344,3093.489336605813
792,ID792,C,2946.182477454797,379.6327690672833,-2559.920237199485
793,ID793,A,2944.242254526782,377.8171362185824,6923.232458006608
794,ID794,C,2905.920128642305,399.57423743839587,-2510.9867815852463
795,ID795,A,2676.2818384084103,396.23369096030456,6064.410314877105
796,ID796,B,2771.0297480846493,420.19559901513844,5520.101375341663
797,ID797,B,2300.363945315945,391.28179943082495,4603.658423753143
798,ID798,B,2791.8388035528046,412.7710459535815,5584.5069885549965
799,ID799,B,2530.906315826765,397.42388102389646,5067.102096532048
